"name","geo","continent","date","year","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","daily_vaccinations_per_million","daily_people_vaccinated","daily_people_vaccinated_per_hundred","population","income_per_person","gdp","growth_gdp_per_capita","life_expectancy",".cluster"
"Burkina Faso","bfa","Africa",2021-12-15,2021,776941,442769,334172,NA,NA,2808,3.61,2.06,1.55,NA,131,0,0,21497097,2161,46.465,2.23,63.32,"1"
"Burundi","bdi","Africa",2021-12-15,2021,6086,4010,2076,NA,NA,404,0.05,0.03,0.02,NA,33,265,0.002,12255429,719,8.813,0.69,62.91,"1"
"Cambodia","khm","Asia",2021-12-19,2021,29830319,14225712,13592006,3065752,27257,46894,176.03,83.95,80.21,18.09,2767,3484,0.021,16946446,4344,73.621,4.93,70.87,"2"
"Cameroon","cmr","Africa",2021-12-14,2021,986281,806176,627046,NA,NA,1740,3.62,2.96,2.3,NA,64,1556,0.006,27224262,3482,94.789,1.73,64.51,"1"
"Canada","can","America North",2021-12-19,2021,65033888,31443084,29285689,4305115,199891,252849,170.84,82.6,76.93,11.31,6642,43178,0.113,38067913,47650,1813.95,3.54,82.46,"4"
"Cape Verde","cpv","Africa",2021-12-13,2021,557243,301215,254463,NA,NA,705,99.17,53.61,45.29,NA,1255,144,0.026,561901,6368,3.578,4.71,76.57,"2"
"Central African Republic","caf","Africa",2021-12-15,2021,790782,446712,344070,NA,NA,32183,16.07,9.08,6.99,NA,6541,6511,0.132,4919987,943,4.639,2.98,53.63,"1"
"Chad","tcd","Africa",2021-12-15,2021,366585,285922,80663,NA,NA,12413,2.17,1.69,0.48,NA,734,12073,0.071,16914985,1502,25.408,-0.34,61.22,"1"
"Chile","chl","America South",2021-12-17,2021,42910566,17147406,16408305,9928400,80046,102711,223.35,89.25,85.4,51.68,5346,19290,0.1,19212362,24346,467.746,2.76,80.28,"4"
"China","chn","Asia",2021-12-19,2021,2684290000,NA,1193466000,NA,10602000,10296000,185.86,NA,82.64,NA,7129,NA,NA,1444216102,17744,25626.456,5.33,77.87,"3"
"Colombia","col","America South",2021-12-18,2021,62523818,37836418,27199605,2677561,207004,270544,121.96,73.8,53.06,5.22,5277,10890,0.021,51265841,14043,719.92,2.69,80.84,"2"
"Comoros","com","Africa",2021-12-10,2021,527119,282378,244741,NA,NA,322,59.33,31.78,27.55,NA,362,36,0.004,888456,2887,2.565,-0.1,69.51,"1"
"Congo, Dem. Rep.","cod","Africa",2021-12-14,2021,256561,195619,83718,NA,NA,5256,0.28,0.21,0.09,NA,57,4661,0.005,92377986,1068,98.631,1.56,63.63,"1"
"Congo, Rep.","cog","Africa",2021-12-15,2021,1295601,734721,560880,NA,NA,87780,22.9,12.99,9.91,NA,15517,26949,0.476,5657017,3230,18.272,-1.46,63.68,"1"
"Costa Rica","cri","America North",2021-12-13,2021,7348965,3922190,3364478,62297,NA,18135,143,76.32,65.47,1.21,3529,2503,0.049,5139053,19417,99.785,2.23,80.21,"2"
"Cote d'Ivoire","civ","Africa",2021-12-12,2021,4812235,3306299,1505936,NA,NA,40494,17.79,12.22,5.57,NA,1497,26568,0.098,27053629,5366,145.173,3.77,63.99,"1"
"Croatia","hrv","Europe",2021-12-18,2021,4542083,2242262,2088816,NA,22773,22911,111.28,54.94,51.18,NA,5613,2216,0.054,4081657,27836,113.616,5.82,79.13,"2"
"Cuba","cub","America North",2021-12-17,2021,29292150,10299822,9478586,NA,67668,47366,258.82,91.01,83.75,NA,4185,11802,0.104,11317498,10179,115.196,2.11,78.75,"2"
"Cyprus","cyp","Europe",2021-12-15,2021,1446090,636379,597008,212703,10690,7985,161.39,71.02,66.63,23.74,8912,708,0.079,1215588,37790,45.937,2.72,82.34,"4"
"Czech Republic","cze","Europe",2021-12-19,2021,14908734,6778506,6569310,1962681,21506,72862,139.01,63.21,61.25,18.3,6794,5326,0.05,10724553,39892,427.829,4.02,79.77,"4"
"Denmark","dnk","Europe",2021-12-16,2021,10742842,4702853,4505271,1581477,NA,73793,184.8,80.9,77.5,27.2,12694,8971,0.154,5813302,57128,332.102,2.54,81.25,"4"
"Djibouti","dji","Africa",2021-12-15,2021,135032,108945,26087,NA,NA,3818,13.47,10.87,2.6,NA,3810,3818,0.381,1002197,5444,5.456,2.58,69.25,"1"
"Dominica","dma","America North",2021-12-17,2021,56576,29200,27376,NA,NA,57,78.39,40.46,37.93,NA,790,19,0.026,72172,10631,0.767,5.84,NA,NA
"Dominican Republic","dom","America North",2021-12-18,2021,14001048,6923416,5678445,1399187,2887,8175,127.82,63.21,51.84,12.77,746,1787,0.016,10953714,17778,194.737,3.98,73.82,"2"
"Ecuador","ecu","America South",2021-12-14,2021,26362850,14016690,12071652,731529,101667,87797,147.37,78.36,67.48,4.09,4908,16741,0.094,17888474,10489,187.626,-0.11,77.57,"2"
"Egypt","egy","Africa",2021-12-14,2021,47838944,30505670,18205046,NA,NA,487145,45.89,29.26,17.46,NA,4672,316631,0.304,104258327,12000,1251.069,3.59,71.29,"1"
"El Salvador","slv","America North",2021-12-16,2021,9466222,4465139,4130209,870874,NA,20869,145.22,68.5,63.36,13.36,3202,2226,0.034,6518500,8278,53.958,2.33,74.9,"2"
"Equatorial Guinea","gnq","Africa",2021-12-16,2021,452572,249215,203357,NA,NA,678,31.21,17.19,14.03,NA,468,83,0.006,1449891,17027,24.687,-8.81,67,"1"
"Estonia","est","Europe",2021-12-19,2021,1506860,837087,809331,NA,462,1385,113.71,63.17,61.07,NA,1045,454,0.034,1325188,37024,49.064,4.2,78.77,"4"
"Ethiopia","eth","Africa",2021-12-19,2021,10620502,9165615,1454887,NA,1566,27254,9.01,7.78,1.23,NA,231,26995,0.023,117876226,2328,274.384,6.96,69.88,"1"
"Fiji","fji","Asia",2021-12-13,2021,1257375,659250,598125,NA,NA,1734,139.26,73.01,66.24,NA,1920,485,0.054,902899,11511,10.393,8.4,68.52,"2"
"Finland","fin","Europe",2021-12-12,2021,8943623,4322668,4085140,535815,NA,26529,161.19,77.91,73.63,9.66,4781,2103,0.038,5548361,48369,268.37,2.44,82.1,"4"
"France","fra","Europe",2021-12-16,2021,116208558,52430750,48496460,16338915,886037,697580,172,77.6,71.78,24.18,10325,21349,0.032,65426177,44559,2915.321,3.93,83.33,"4"
"Gabon","gab","Africa",2021-12-15,2021,566021,392898,173123,NA,NA,29825,24.84,17.24,7.6,NA,13088,27362,1.201,2278829,14482,33.001,1.46,69.47,"1"
"Gambia","gmb","Africa",2021-12-12,2021,273395,242202,228266,NA,30,214,10.99,9.74,9.18,NA,86,214,0.009,2486937,2221,5.523,3.39,67.14,"1"
"Georgia","geo","Europe",2021-12-19,2021,2384360,1304199,1080161,NA,3388,10360,59.91,32.77,27.14,NA,2603,5704,0.143,3979773,14637,58.252,5.7,73.47,"2"
"Germany","deu","Europe",2021-12-19,2021,142073580,60992596,58444931,26194109,311571,1011662,169.34,72.7,69.66,31.22,12058,76599,0.091,83900471,52867,4435.527,3.31,81.23,"4"
"Ghana","gha","Africa",2021-12-15,2021,4216970,2651463,1565507,NA,NA,34442,13.29,8.36,4.93,NA,1085,0,0,31732128,5510,174.847,3.46,66.68,"1"
"Greece","grc","Europe",2021-12-19,2021,16301550,7346629,6860472,2822299,98631,107084,157.19,70.84,66.15,27.21,10326,12998,0.125,10370747,29159,302.397,5.42,81.65,"4"
"Grenada","grd","America North",2021-12-10,2021,75893,40930,34963,NA,NA,106,67.15,36.22,30.94,NA,938,53,0.047,113015,14354,1.622,4.58,74.2,"2"
"Guatemala","gtm","America North",2021-12-18,2021,10857262,6380600,4476662,NA,21946,40579,59.49,34.96,24.53,NA,2224,19779,0.108,18249868,8540,155.861,1.93,73.55,"2"
"Guinea","gin","Africa",2021-12-12,2021,2505531,1687180,818351,NA,2619,1485,18.56,12.5,6.06,NA,110,864,0.006,13497237,2709,36.559,2.68,62.29,"1"
"Guinea-Bissau","gnb","Africa",2021-12-13,2021,406401,385186,21215,NA,NA,2222,20.16,19.11,1.05,NA,1102,2095,0.104,2015490,1915,3.859,1.74,61.31,"1"
"Guyana","guy","America South",2021-12-14,2021,698265,406072,286437,5756,NA,1520,88.35,51.38,36.24,0.73,1923,279,0.035,790329,14119,11.159,4.14,69.71,"2"
"Haiti","hti","America North",2021-12-16,2021,190063,120569,69835,NA,NA,196,1.65,1.04,0.61,NA,17,87,0.001,11541683,2758,31.829,-0.2,66.29,"1"
"Honduras","hnd","America North",2021-12-03,2021,9030824,4927085,3891577,212537,NA,154752,89.74,48.96,38.67,2.11,15378,93372,0.928,10062994,5318,53.519,1.52,74.7,"2"
"Hong Kong, China","hkg","Asia",2021-12-19,2021,9751659,4834482,4609076,NA,13767,14833,129.11,64.01,61.02,NA,1964,3505,0.046,7552800,58606,442.639,3.22,84.72,"4"
"Hungary","hun","Europe",2021-12-19,2021,NA,6226399,5937305,3104194,NA,NA,NA,64.63,61.63,32.22,NA,5082,0.053,9634162,32377,311.93,5.93,77.47,"4"
"Iceland","isl","Europe",2021-12-16,2021,704015,287229,282962,189655,NA,2110,205.04,83.65,82.41,55.24,6145,83,0.024,343360,51911,17.824,2.01,83.31,"4"
"India","ind","Asia",2021-12-19,2021,1376428862,828319595,548109267,NA,3371373,6432805,98.78,59.45,39.34,NA,4617,1658764,0.119,1393409033,6819,9500.961,5.93,69.91,"3"
"Indonesia","idn","Asia",2021-12-18,2021,258469441,151417878,107051563,NA,586972,1295660,93.53,54.79,38.74,NA,4688,704034,0.255,276361788,11829,3269.042,4.8,72.28,"2"
"Iran","irn","Asia",2021-12-19,2021,113239941,59126764,50340978,3772199,NA,490314,133.18,69.54,59.2,4.44,5766,79674,0.094,85028760,12635,1074.299,1.13,78.16,"2"
"Iraq","irq","Asia",2021-12-14,2021,13360483,8111496,5241122,NA,NA,76914,32.44,19.7,12.73,NA,1868,39716,0.096,41179351,9314,383.552,1.74,77.37,"2"
"Ireland","irl","Europe",2021-12-18,2021,8968153,3880984,3821797,1502018,38108,45211,179.98,77.89,76.7,30.14,9073,850,0.017,4982904,90930,453.094,3.85,82.61,"4"
"Israel","isr","Asia",2021-12-19,2021,16446998,6454410,5833481,4159107,22434,16621,177.02,69.47,62.79,44.76,1789,6307,0.068,8789776,39744,349.337,2.39,83.59,"4"
"Italy","ita","Europe",2021-12-19,2021,105743083,47907960,44449831,14884647,335913,516233,175.17,79.36,73.63,24.66,8552,38288,0.063,60367471,40378,2437.507,3.69,83.79,"4"
"Jamaica","jam","America North",2021-12-19,2021,1183388,705402,552370,NA,2596,3163,39.8,23.72,18.58,NA,1064,1357,0.046,2973462,8872,26.38,5.58,75.09,"2"
"Japan","jpn","Asia",2021-12-16,2021,198497730,100125316,98222530,NA,77759,69051,157.47,79.43,77.92,NA,548,12725,0.01,126050796,41241,5198.414,2.95,84.78,"4"
"Jordan","jor","Asia",2021-12-19,2021,8138188,4275516,3862672,NA,16828,12586,79.25,41.64,37.61,NA,1226,6460,0.063,10269022,9828,100.927,1.86,79.86,"2"
"Kazakhstan","kaz","Asia",2021-12-19,2021,17256476,8896942,8359534,NA,12311,16919,90.85,46.84,44.01,NA,891,6416,0.034,18994958,25820,490.455,2.69,73.19,"2"
"Kenya","ken","Africa",2021-12-19,2021,8913690,5930258,3592043,NA,NA,102204,16.21,10.79,6.53,NA,1859,79305,0.144,54985702,4446,244.453,3.4,67.18,"1"
"Kiribati","kir","Asia",2021-11-30,2021,82167,59492,22675,NA,NA,617,67.69,49.01,18.68,NA,5083,118,0.097,121388,2226,0.27,0.81,63.33,"1"
"Kuwait","kwt","Asia",2021-12-15,2021,6719055,3320794,3193897,NA,NA,13420,155.23,76.72,73.79,NA,3100,1102,0.025,4328553,43633,188.867,0.43,83.54,"4"
"Kyrgyz Republic","kgz","Asia",2021-12-14,2021,2135383,1174065,950978,NA,10121,8633,32.22,17.71,14.35,NA,1302,3982,0.06,6628347,4919,32.604,2.41,73.27,"1"
"Lao","lao","Asia",2021-11-23,2021,5830021,3744740,3099003,NA,NA,18536,79,50.75,42,NA,2512,18953,0.257,7379358,7924,58.476,4.12,68.81,"2"
"Latvia","lva","Europe",2021-12-19,2021,2457996,1300969,1243271,189771,974,9265,131.66,69.68,66.59,10.16,4963,1107,0.059,1866934,31298,58.432,5.4,75.67,"2"
"Lebanon","lbn","Asia",2021-12-18,2021,3904931,2131113,1773818,NA,6675,15986,57.69,31.48,26.2,NA,2362,11478,0.17,6769151,10016,67.8,-3.79,78.23,"2"
"Lesotho","lso","Africa",2021-12-16,2021,688097,648817,641007,NA,NA,6527,31.87,30.05,29.69,NA,3023,2768,0.128,2159067,2621,5.66,3.02,57.04,"1"
"Liberia","lbr","Africa",2021-12-15,2021,880313,784838,755263,NA,NA,39207,16.99,15.15,14.58,NA,7569,25624,0.495,5180208,1365,7.071,2.17,65.83,"1"
"Libya","lby","Africa",2021-12-15,2021,2554207,1796814,757393,NA,NA,11154,36.71,25.82,10.88,NA,1603,5970,0.086,6958538,13840,96.309,4.4,73.67,"1"
"Liechtenstein","lie","Europe",2021-12-16,2021,59189,26001,25481,8580,572,648,154.73,67.97,66.61,22.43,16939,18,0.047,38254,NA,NA,NA,NA,NA
"Lithuania","ltu","Europe",2021-12-19,2021,3971521,1901565,1815167,519797,2514,14002,147.65,70.69,67.48,19.32,5205,1636,0.061,2689862,38117,102.529,3.22,75.75,"4"
"Luxembourg","lux","Europe",2021-12-12,2021,973411,454687,NA,122614,499,5155,153.34,71.63,NA,19.31,8120,672,0.106,634814,113004,71.736,1.67,82.26,NA
"Macedonia, FYR","mkd","Europe",2021-12-12,2021,1724797,836816,804518,83463,NA,1902,82.82,40.18,38.63,4.01,913,503,0.024,2082662,16510,34.384,4,77.02,"2"
"Madagascar","mdg","Africa",2021-12-06,2021,742069,589003,541160,NA,NA,8090,2.61,2.07,1.9,NA,285,8047,0.028,28427333,1548,44.01,2.46,64.87,"1"
"Malawi","mwi","Africa",2021-12-18,2021,1639533,1355692,651693,NA,10776,14399,8.34,6.9,3.32,NA,733,14386,0.073,19647681,1029,20.225,3.52,65.04,"1"
"Malaysia","mys","Asia",2021-12-19,2021,55282279,25942632,25540982,3993858,66758,58581,168.67,79.15,77.93,12.19,1787,3282,0.01,32776195,27805,911.343,4.67,75.34,"2"
"Maldives","mdv","Asia",2021-12-16,2021,784616,396358,366165,22093,659,599,144.33,72.91,67.36,4.06,1102,30,0.006,543620,15216,8.272,11.5,82.66,"2"
"Mali","mli","Africa",2021-12-16,2021,989985,843144,343162,NA,NA,3252,4.75,4.04,1.65,NA,156,2625,0.013,20855724,2230,46.511,2.9,63.65,"1"
"Malta","mlt","Europe",2021-12-18,2021,1009968,437861,434596,169800,2718,2717,195.69,84.84,84.21,32.9,5264,135,0.026,442790,40243,17.819,4.53,81.6,"4"
"Mauritania","mrt","Africa",2021-12-16,2021,1820362,1110533,709829,NA,5374,3067,38.12,23.26,14.87,NA,642,1590,0.033,4775110,5020,23.97,3.26,71.46,"1"
"Mauritius","mus","Africa",2021-11-23,2021,1875132,916524,914936,NA,NA,12836,147.25,71.97,71.85,NA,10080,666,0.052,1273428,20525,26.138,5.22,75.31,"2"
"Mexico","mex","America North",2021-12-19,2021,141722544,81810589,66740075,NA,NA,650433,108.8,62.8,51.24,NA,4993,203156,0.156,130262220,18691,2434.774,2.09,75.8,"2"
"Moldova","mda","Europe",2021-12-19,2021,1716162,NA,965092,NA,NA,4914,42.65,NA,23.98,NA,1221,NA,NA,4024025,13076,52.617,5.89,73.31,"2"
"Monaco","mco","Europe",2021-09-16,2021,49980,26672,23308,NA,NA,103,126.47,67.49,58.98,NA,2606,32,0.081,39520,70021,2.767,1.04,NA,NA
"Mongolia","mng","Asia",2021-12-19,2021,4424654,2264437,2160217,NA,122,825,132.9,68.02,64.89,NA,248,230,0.007,3329282,11830,39.386,5.75,69.68,"2"
"Montenegro","mne","Europe",2021-12-19,2021,548751,281421,267330,NA,597,740,87.37,44.81,42.57,NA,1178,233,0.037,628051,19939,12.522,5.43,76.98,"2"
"Morocco","mar","Africa",2021-12-14,2021,49470641,24573352,22895600,NA,NA,47004,132.47,65.8,61.31,NA,1259,4333,0.012,37344787,7156,267.223,2.89,74.85,"2"
"Mozambique","moz","Africa",2021-12-15,2021,12025232,7241597,4783635,NA,NA,139374,37.39,22.52,14.87,NA,4333,65603,0.204,32163045,1235,39.713,1.99,60.79,"1"
"Myanmar","mmr","Asia",2021-11-30,2021,28707770,16849172,11858598,NA,NA,268907,52.38,30.74,21.64,NA,4907,141322,0.258,54806014,4769,261.393,0.78,69.53,"1"
"Namibia","nam","Africa",2021-12-15,2021,713598,387413,326185,NA,NA,2796,27.58,14.97,12.61,NA,1081,1553,0.06,2587344,8663,22.415,0.43,67.94,"1"
"Nauru","nru","Asia",2021-08-31,2021,14863,7612,7251,NA,NA,2,136.7,70.01,66.69,NA,184,2,0.018,10873,11395,0.124,-1.04,NA,NA
"Nepal","npl","Asia",2021-12-06,2021,19157444,10431659,8725785,NA,NA,119991,64.56,35.15,29.4,NA,4044,78859,0.266,29674920,3361,99.737,2.87,72.11,"2"
"Netherlands","nld","Europe",2021-12-15,2021,24854421,NA,NA,NA,NA,8985,144.73,NA,NA,NA,523,NA,NA,17173094,56038,962.349,2.7,82.08,NA
"New Zealand","nzl","Asia",2021-12-19,2021,8006454,3964319,3801569,240566,NA,18131,156.3,77.39,74.21,4.7,3539,2053,0.04,4860642,42920,208.62,2.08,82.21,"4"
"Nicaragua","nic","America North",2021-12-15,2021,7308467,4628897,2679570,NA,NA,67604,109.04,69.06,39.98,NA,10087,41522,0.62,6702379,5244,35.147,1.64,79.7,"2"
"Niger","ner","Africa",2021-11-28,2021,971636,507223,464413,NA,NA,614,3.87,2.02,1.85,NA,24,81,0,25130810,1229,30.877,8.68,63.93,"1"
"Nigeria","nga","Africa",2021-12-15,2021,12214538,8181113,4031004,NA,NA,152408,5.78,3.87,1.91,NA,721,123872,0.059,211400704,4916,1039.2,-0.22,66,"1"
"Norway","nor","Europe",2021-12-16,2021,9388997,4269323,3897475,1222199,89264,42812,171.78,78.11,71.31,22.36,7833,1727,0.032,5465629,66160,361.605,3.37,82.89,"4"
"Oman","omn","Asia",2021-12-16,2021,5934585,3120714,2889245,32412,NA,0,113.62,59.75,55.31,0.62,0,840,0.016,5223376,26274,137.238,4.43,77.99,"2"
"Pakistan","pak","Asia",2021-12-19,2021,141509339,88492869,61084339,NA,NA,1086805,62.84,39.3,27.12,NA,4826,529960,0.235,225199929,4569,1029.01,2.06,67.48,"1"
"Palestine","pse","Asia",2021-12-06,2021,3184868,2020110,1403992,NA,NA,9115,60.98,38.68,26.88,NA,1745,4797,0.092,5222756,5578,29.135,4.53,77.51,"2"
"Panama","pan","America North",2021-12-19,2021,5725000,3020735,2455782,248483,1094,5805,130.66,68.94,56.05,5.67,1325,725,0.017,4381583,28130,123.255,3.61,80,"2"
"Papua New Guinea","png","Asia",2021-12-13,2021,498598,282571,216027,NA,NA,2418,5.47,3.1,2.37,NA,265,1016,0.011,9119005,4156,37.9,2.11,59.34,"1"
"Paraguay","pry","America South",2021-12-17,2021,6489760,3444261,2871213,174286,NA,23589,89.89,47.71,39.77,2.41,3267,4241,0.059,7219641,12718,91.816,2.6,76.6,"2"
"Peru","per","America South",2021-12-18,2021,46515373,23860076,20472834,2182463,83300,196460,139.44,71.52,61.37,6.54,5889,66431,0.199,33359416,12146,405.188,4.12,81.23,"2"
"Philippines","phl","Asia",2021-12-19,2021,100907667,NA,43534136,1113377,NA,610045,90.87,NA,39.2,1,5494,NA,NA,111046910,8371,929.584,4.91,70.25,"2"
"Poland","pol","Europe",2021-12-19,2021,45552262,21387771,20841341,5880648,41023,187581,120.52,56.59,55.14,15.56,4963,30008,0.079,37797000,33477,1265.331,4.65,78.71,"4"
"Portugal","prt","Europe",2021-12-18,2021,18701143,9053901,9051248,2322698,74376,61399,183.92,89.04,89.02,22.84,6038,0,0,10167923,33626,341.902,5.01,82.2,"4"
"Qatar","qat","Asia",2021-12-19,2021,5114157,NA,NA,NA,5427,6580,174.51,NA,NA,NA,2245,NA,NA,2930524,89352,261.85,3.35,80.73,NA
"Romania","rou","Europe",2021-12-18,2021,15606929,NA,7718704,NA,28407,32295,81.59,NA,40.35,NA,1688,NA,NA,19127772,30683,586.903,4.81,75.7,"2"
"Russia","rus","Europe",2021-12-19,2021,140161780,71781421,63592062,5975597,603371,615407,96.06,49.2,43.58,4.1,4218,252566,0.173,145912022,27197,3968.311,3.83,72.81,"2"
"Rwanda","rwa","Africa",2021-12-15,2021,11030100,6847793,4182307,NA,NA,125701,83.08,51.58,31.5,NA,9468,73824,0.556,13276517,2248,29.844,4.45,69.74,"1"
"Samoa","wsm","Asia",2021-12-13,2021,262895,141356,121539,NA,NA,1090,131.35,70.63,60.73,NA,5446,115,0.057,200144,5721,1.145,0.82,73.4,"2"
"San Marino","smr","Europe",2021-12-12,2021,52043,24282,21623,NA,NA,482,153.02,71.4,63.58,NA,14172,14,0.041,34010,56609,1.925,3.06,NA,NA
"Sao Tome and Principe","stp","Africa",2021-12-13,2021,137612,86396,51216,NA,NA,848,61.61,38.68,22.93,NA,3796,175,0.078,223364,3651,0.816,3.15,67.67,"1"
"Saudi Arabia","sau","Asia",2021-12-19,2021,48381592,24872178,22935782,NA,58637,41929,136.9,70.38,64.9,NA,1186,12303,0.035,35340680,44534,1573.878,1.99,77.43,"4"
"Senegal","sen","Africa",2021-12-15,2021,2269383,1328153,941230,NA,NA,29174,13.2,7.72,5.47,NA,1697,0,0,17196308,3408,58.608,3.16,69.16,"1"
"Serbia","srb","Europe",2021-12-14,2021,8099998,3291994,3172131,1635856,NA,11905,117.88,47.91,46.16,23.81,1733,1623,0.024,8697547,19227,167.232,4.92,76.31,"2"
"Seychelles","syc","Africa",2021-12-10,2021,182903,82117,78214,NA,NA,313,184.92,83.02,79.08,NA,3164,16,0.016,98910,25346,2.507,3.33,73.92,"2"
"Sierra Leone","sle","Africa",2021-12-08,2021,923880,747044,385232,NA,NA,4596,11.35,9.18,4.73,NA,565,3651,0.045,8141343,1658,13.501,1.38,62.14,"1"
"Singapore","sgp","Asia",2021-12-03,2021,9489264,4744632,4744632,NA,NA,53,174,87,87,NA,10,36,0.001,5896684,94610,557.883,2.04,85.42,"4"
"Slovak Republic","svk","Europe",2021-12-19,2021,5870729,2702052,2395322,773355,12165,25118,107.51,49.48,43.86,14.16,4600,2284,0.042,5460726,31634,172.742,4.31,78.01,"2"
