"name","geo","region","continent","date","year","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","daily_vaccinations_per_million","daily_people_vaccinated","daily_people_vaccinated_per_hundred","population","income_per_person","gdp","growth_gdp_per_capita","life_expectancy"
"Ecuador","ecu","pays","America South",2021-12-14,2021,26362850,14016690,12071652,731529,101667,87797,147.37,78.36,67.48,4.09,4908,16741,0.094,17888474,10489,187.626,-0.11,77.57
"Egypt","egy","pays","Africa",2021-12-14,2021,47838944,30505670,18205046,NA,NA,487145,45.89,29.26,17.46,NA,4672,316631,0.304,104258327,12000,1251.069,3.59,71.29
"El Salvador","slv","pays","America North",2021-12-16,2021,9466222,4465139,4130209,870874,NA,20869,145.22,68.5,63.36,13.36,3202,2226,0.034,6518500,8278,53.958,2.33,74.9
"Equatorial Guinea","gnq","pays","Africa",2021-12-16,2021,452572,249215,203357,NA,NA,678,31.21,17.19,14.03,NA,468,83,0.006,1449891,17027,24.687,-8.81,67
"Estonia","est","pays","Europe",2021-12-17,2021,1505602,836486,808482,NA,2129,1378,113.61,63.12,61.01,NA,1040,432,0.033,1325188,37024,49.064,4.2,78.77
"Ethiopia","eth","pays","Africa",2021-12-14,2021,10496099,9042289,1453810,NA,36400,38267,8.9,7.67,1.23,NA,325,38272,0.032,117876226,2328,274.384,6.96,69.88
"Europe","europe","continent",NA,2021-12-17,2021,1042518240,481193363,450064819,132581132,3659162,5289663,139.19,64.25,60.09,17.7,7063,949751,0.127,850833567,36581,31122.935,4.2,78.97
"Faeroe Islands","fro","pays",NA,2021-11-05,2021,78347,40205,38142,NA,NA,140,159.72,81.96,77.76,NA,2854,90,0.183,NA,NA,NA,NA,NA
"Falkland Islands","flk","pays",NA,2021-04-14,2021,4407,2632,1775,NA,NA,12,124.91,74.6,50.31,NA,3401,4,0.113,NA,NA,NA,NA,NA
"Fiji","fji","pays","Asia",2021-12-13,2021,1257375,659250,598125,NA,NA,1734,139.26,73.01,66.24,NA,1920,485,0.054,902899,11511,10.393,8.4,68.52
"Finland","fin","pays","Europe",2021-12-12,2021,8942499,4322617,4084987,534895,NA,26456,161.17,77.91,73.63,9.64,4768,2100,0.038,5548361,48369,268.37,2.44,82.1
"France","fra","pays","Europe",2021-12-16,2021,116208558,52430750,48496460,16338915,886037,697580,172,77.6,71.78,24.18,10325,21349,0.032,65426177,44559,2915.321,3.93,83.33
"French Polynesia","pyf","pays",NA,2021-12-13,2021,324631,167068,157563,NA,NA,519,114.9,59.13,55.77,NA,1837,290,0.103,NA,NA,NA,NA,NA
"Gabon","gab","pays","Africa",2021-12-15,2021,566021,392898,173123,NA,NA,29825,24.84,17.24,7.6,NA,13088,27362,1.201,2278829,14482,33.001,1.46,69.47
"Gambia","gmb","pays","Africa",2021-12-12,2021,273395,242202,228266,NA,30,214,10.99,9.74,9.18,NA,86,214,0.009,2486937,2221,5.523,3.39,67.14
"Georgia","geo","pays","Europe",2021-12-17,2021,2372433,1297825,1074608,NA,10876,10301,59.61,32.61,27,NA,2588,5780,0.145,3979773,14637,58.252,5.7,73.47
"Germany","deu","pays","Europe",2021-12-17,2021,140915301,60888551,58411151,25171551,1110770,1019226,167.96,72.57,69.62,30,12148,70047,0.083,83900471,52867,4435.527,3.31,81.23
"Ghana","gha","pays","Africa",2021-12-15,2021,4216970,2651463,1565507,NA,NA,34442,13.29,8.36,4.93,NA,1085,0,0,31732128,5510,174.847,3.46,66.68
"Gibraltar","gib","pays",NA,2021-12-15,2021,105512,41099,39942,24471,855,479,313.18,121.99,118.55,72.63,14217,11,0.033,NA,NA,NA,NA,NA
"Greece","grc","pays","Europe",2021-12-17,2021,16090752,7311563,6838269,2669256,111730,106675,155.16,70.5,65.94,25.74,10286,13685,0.132,10370747,29159,302.397,5.42,81.65
"Greenland","grl","pays",NA,2021-12-15,2021,78240,40385,37855,NA,NA,50,137.58,71.02,66.57,NA,879,13,0.023,NA,NA,NA,NA,NA
"Grenada","grd","pays","America North",2021-12-10,2021,75893,40930,34963,NA,NA,106,67.15,36.22,30.94,NA,938,53,0.047,113015,14354,1.622,4.58,74.2
"Guatemala","gtm","pays","America North",2021-12-16,2021,10787179,6345369,4441810,NA,52371,40600,59.11,34.77,24.34,NA,2225,19539,0.107,18249868,8540,155.861,1.93,73.55
"Guernsey","ggy","pays",NA,2021-12-14,2021,106109,NA,NA,NA,NA,239,167.4,NA,NA,NA,3771,NA,NA,NA,NA,NA,NA,NA
"Guinea","gin","pays","Africa",2021-12-12,2021,2505531,1687180,818351,NA,2619,1485,18.56,12.5,6.06,NA,110,864,0.006,13497237,2709,36.559,2.68,62.29
"Guinea-Bissau","gnb","pays","Africa",2021-12-13,2021,406401,385186,21215,NA,NA,2222,20.16,19.11,1.05,NA,1102,2095,0.104,2015490,1915,3.859,1.74,61.31
"Guyana","guy","pays","America South",2021-12-14,2021,698265,406072,286437,5756,NA,1520,88.35,51.38,36.24,0.73,1923,279,0.035,790329,14119,11.159,4.14,69.71
"Haiti","hti","pays","America North",2021-12-16,2021,190063,120569,69835,NA,NA,196,1.65,1.04,0.61,NA,17,87,0.001,11541683,2758,31.829,-0.2,66.29
"Honduras","hnd","pays","America North",2021-12-03,2021,9030824,4927085,3891577,212537,NA,154752,89.74,48.96,38.67,2.11,15378,93372,0.928,10062994,5318,53.519,1.52,74.7
"Hong Kong, China","hkg","pays","Asia",2021-12-17,2021,9719126,4827771,4598035,NA,17153,14860,128.68,63.92,60.88,NA,1967,3710,0.049,7552800,58606,442.639,3.22,84.72
"Hungary","hun","pays","Europe",2021-12-16,2021,NA,6208430,5923284,3065350,NA,NA,NA,64.44,61.48,31.82,NA,4552,0.047,9634162,32377,311.93,5.93,77.47
"Iceland","isl","pays","Europe",2021-12-16,2021,704015,287229,282962,189655,NA,2110,205.04,83.65,82.41,55.24,6145,83,0.024,343360,51911,17.824,2.01,83.31
"India","ind","pays","Asia",2021-12-17,2021,1365366923,825531190,539835733,NA,8875675,7570262,97.99,59.25,38.74,NA,5433,2012457,0.144,1393409033,6819,9500.961,5.93,69.91
"Indonesia","idn","pays","Asia",2021-12-17,2021,257882469,151246296,106636173,NA,3438777,1571709,93.31,54.73,38.59,NA,5687,880055,0.318,276361788,11829,3269.042,4.8,72.28
"Iran","irn","pays","Asia",2021-12-12,2021,109807742,58569046,49150330,NA,NA,325139,129.14,68.88,57.8,NA,3824,67840,0.08,85028760,12635,1074.299,1.13,78.16
"Iraq","irq","pays","Asia",2021-12-14,2021,13360483,8111496,5241122,NA,NA,76914,32.44,19.7,12.73,NA,1868,39716,0.096,41179351,9314,383.552,1.74,77.37
"Ireland","irl","pays","Europe",2021-12-17,2021,8925488,3879503,3820450,1462167,55384,43457,179.12,77.86,76.67,29.34,8721,759,0.015,4982904,90930,453.094,3.85,82.61
"Isle of Man","imn","pays",NA,2021-12-17,2021,133623,68539,65084,NA,47,48,156.45,80.25,76.2,NA,562,19,0.022,NA,NA,NA,NA,NA
"Israel","isr","pays","Asia",2021-12-16,2021,16401330,6438554,5815475,4147301,22938,13592,176.53,69.3,62.59,44.64,1463,5803,0.062,8789776,39744,349.337,2.39,83.59
"Italy","ita","pays","Europe",2021-12-17,2021,104858805,47820980,44417400,14119633,548156,509085,173.7,79.22,73.58,23.39,8433,33494,0.055,60367471,40378,2437.507,3.69,83.79
"Jamaica","jam","pays","America North",2021-12-17,2021,1178462,703395,549156,NA,4247,2844,39.63,23.66,18.47,NA,956,1253,0.042,2973462,8872,26.38,5.58,75.09
"Japan","jpn","pays","Asia",2021-12-16,2021,198497730,100125316,98222530,NA,77759,69051,157.47,79.43,77.92,NA,548,12725,0.01,126050796,41241,5198.414,2.95,84.78
"Jersey","jey","pays",NA,2021-12-12,2021,196865,80602,76133,NA,NA,686,194.78,79.75,75.32,NA,6787,46,0.046,NA,NA,NA,NA,NA
"Jordan","jor","pays","Asia",2021-12-17,2021,8110107,4260993,3849114,NA,2387,12516,78.98,41.49,37.48,NA,1219,6690,0.065,10269022,9828,100.927,1.86,79.86
"Kazakhstan","kaz","pays","Asia",2021-12-17,2021,17234303,8888767,8345536,NA,NA,19850,90.73,46.8,43.94,NA,1045,7735,0.041,18994958,25820,490.455,2.69,73.19
"Kenya","ken","pays","Africa",2021-12-16,2021,8675388,5735219,3483662,NA,NA,92637,15.78,10.43,6.34,NA,1685,69534,0.126,54985702,4446,244.453,3.4,67.18
"Kiribati","kir","pays","Asia",2021-11-30,2021,82167,59492,22675,NA,NA,617,67.69,49.01,18.68,NA,5083,118,0.097,121388,2226,0.27,0.81,63.33
"Kuwait","kwt","pays","Asia",2021-12-15,2021,6719055,3320794,3193897,NA,NA,13420,155.23,76.72,73.79,NA,3100,1102,0.025,4328553,43633,188.867,0.43,83.54
"Kyrgyz Republic","kgz","pays","Asia",2021-12-14,2021,2135383,1174065,950978,NA,10121,8633,32.22,17.71,14.35,NA,1302,3982,0.06,6628347,4919,32.604,2.41,73.27
"Lao","lao","pays","Asia",2021-11-23,2021,5830021,3744740,3099003,NA,NA,18536,79,50.75,42,NA,2512,18953,0.257,7379358,7924,58.476,4.12,68.81
"Latvia","lva","pays","Europe",2021-12-17,2021,2449958,1299934,1241666,184013,10100,9379,131.23,69.63,66.51,9.86,5024,1132,0.061,1866934,31298,58.432,5.4,75.67
"Lebanon","lbn","pays","Asia",2021-12-17,2021,3898256,2126023,1772233,NA,20064,19566,57.59,31.41,26.18,NA,2890,15041,0.222,6769151,10016,67.8,-3.79,78.23
"Lesotho","lso","pays","Africa",2021-12-16,2021,688097,648817,641007,NA,NA,6527,31.87,30.05,29.69,NA,3023,2768,0.128,2159067,2621,5.66,3.02,57.04
"Liberia","lbr","pays","Africa",2021-12-15,2021,880313,784838,755263,NA,NA,39207,16.99,15.15,14.58,NA,7569,25624,0.495,5180208,1365,7.071,2.17,65.83
"Libya","lby","pays","Africa",2021-12-15,2021,2554207,1796814,757393,NA,NA,11154,36.71,25.82,10.88,NA,1603,5970,0.086,6958538,13840,96.309,4.4,73.67
"Liechtenstein","lie","pays","Europe",2021-12-16,2021,59189,26001,25481,8580,572,648,154.73,67.97,66.61,22.43,16939,18,0.047,38254,NA,NA,NA,NA
"Lithuania","ltu","pays","Europe",2021-12-17,2021,3963954,1900240,1814560,513872,20705,13892,147.37,70.64,67.46,19.1,5165,1541,0.057,2689862,38117,102.529,3.22,75.75
"Luxembourg","lux","pays","Europe",2021-12-12,2021,973411,454687,NA,122614,499,5155,153.34,71.63,NA,19.31,8120,672,0.106,634814,113004,71.736,1.67,82.26
"Macao","mac","pays",NA,2021-12-17,2021,954266,490067,454419,NA,1991,1979,144.94,74.43,69.02,NA,3006,296,0.045,NA,NA,NA,NA,NA
"Macedonia, FYR","mkd","pays","Europe",2021-12-12,2021,1724797,836816,804518,83463,NA,1902,82.82,40.18,38.63,4.01,913,503,0.024,2082662,16510,34.384,4,77.02
"Madagascar","mdg","pays","Africa",2021-12-06,2021,742069,589003,541160,NA,NA,8090,2.61,2.07,1.9,NA,285,8047,0.028,28427333,1548,44.01,2.46,64.87
"Malawi","mwi","pays","Africa",2021-12-14,2021,1575674,1291833,638108,NA,15581,12041,8.02,6.57,3.25,NA,613,11824,0.06,19647681,1029,20.225,3.52,65.04
"Malaysia","mys","pays","Asia",2021-12-17,2021,54949945,25936080,25531508,3677116,3298,48307,167.65,79.13,77.9,11.22,1474,2881,0.009,32776195,27805,911.343,4.67,75.34
"Maldives","mdv","pays","Asia",2021-12-13,2021,782632,396254,365725,20653,725,757,143.97,72.89,67.28,3.8,1393,36,0.007,543620,15216,8.272,11.5,82.66
"Mali","mli","pays","Africa",2021-12-16,2021,989985,843144,343162,NA,NA,3252,4.75,4.04,1.65,NA,156,2625,0.013,20855724,2230,46.511,2.9,63.65
"Malta","mlt","pays","Europe",2021-12-16,2021,1005114,437589,434403,165403,2471,2888,194.75,84.79,84.17,32.05,5596,127,0.025,442790,40243,17.819,4.53,81.6
"Mauritania","mrt","pays","Africa",2021-12-16,2021,1820362,1110533,709829,NA,5374,3067,38.12,23.26,14.87,NA,642,1590,0.033,4775110,5020,23.97,3.26,71.46
"Mauritius","mus","pays","Africa",2021-11-23,2021,1875132,916524,914936,NA,NA,12836,147.25,71.97,71.85,NA,10080,666,0.052,1273428,20525,26.138,5.22,75.31
"Mexico","mex","pays","America North",2021-12-16,2021,139820373,81785946,66586509,NA,968736,619845,107.34,62.79,51.12,NA,4758,369125,0.283,130262220,18691,2434.774,2.09,75.8
"Moldova","mda","pays","Europe",2021-12-17,2021,1713249,NA,964400,NA,NA,5305,42.58,NA,23.97,NA,1318,NA,NA,4024025,13076,52.617,5.89,73.31
"Monaco","mco","pays","Europe",2021-09-16,2021,49980,26672,23308,NA,NA,103,126.47,67.49,58.98,NA,2606,32,0.081,39520,70021,2.767,1.04,NA
"Mongolia","mng","pays","Asia",2021-12-17,2021,4424204,2264299,2159905,NA,596,865,132.89,68.01,64.88,NA,260,245,0.007,3329282,11830,39.386,5.75,69.68
"Montenegro","mne","pays","Europe",2021-12-17,2021,547246,280970,266276,NA,897,750,87.13,44.74,42.4,NA,1194,246,0.039,628051,19939,12.522,5.43,76.98
"Montserrat","msr","pays",NA,2021-11-12,2021,2949,1531,1417,NA,NA,1,59.2,30.74,28.45,NA,201,1,0.02,NA,NA,NA,NA,NA
"Morocco","mar","pays","Africa",2021-12-14,2021,49470641,24573352,22895600,NA,NA,47004,132.47,65.8,61.31,NA,1259,4333,0.012,37344787,7156,267.223,2.89,74.85
"Mozambique","moz","pays","Africa",2021-12-15,2021,12025232,7241597,4783635,NA,NA,139374,37.39,22.52,14.87,NA,4333,65603,0.204,32163045,1235,39.713,1.99,60.79
"Myanmar","mmr","pays","Asia",2021-11-30,2021,28707770,16849172,11858598,NA,NA,268907,52.38,30.74,21.64,NA,4907,141322,0.258,54806014,4769,261.393,0.78,69.53
"Namibia","nam","pays","Africa",2021-12-15,2021,713598,387413,326185,NA,NA,2796,27.58,14.97,12.61,NA,1081,1553,0.06,2587344,8663,22.415,0.43,67.94
"Nauru","nru","pays","Asia",2021-08-31,2021,14863,7612,7251,NA,NA,2,136.7,70.01,66.69,NA,184,2,0.018,10873,11395,0.124,-1.04,NA
"Nepal","npl","pays","Asia",2021-12-06,2021,19157444,10431659,8725785,NA,NA,119991,64.56,35.15,29.4,NA,4044,78859,0.266,29674920,3361,99.737,2.87,72.11
"Netherlands","nld","pays","Europe",2021-12-15,2021,24854421,NA,NA,NA,NA,8985,144.73,NA,NA,NA,523,NA,NA,17173094,56038,962.349,2.7,82.08
"New Caledonia","ncl","pays",NA,2021-12-13,2021,354333,182049,172284,NA,NA,342,122.94,63.16,59.78,NA,1187,134,0.046,NA,NA,NA,NA,NA
"New Zealand","nzl","pays","Asia",2021-12-17,2021,7983607,3961764,3791509,230334,NA,18255,155.85,77.34,74.02,4.5,3564,2251,0.044,4860642,42920,208.62,2.08,82.21
"Nicaragua","nic","pays","America North",2021-12-15,2021,7308467,4628897,2679570,NA,NA,67604,109.04,69.06,39.98,NA,10087,41522,0.62,6702379,5244,35.147,1.64,79.7
"Niger","ner","pays","Africa",2021-11-28,2021,971636,507223,464413,NA,NA,614,3.87,2.02,1.85,NA,24,81,0,25130810,1229,30.877,8.68,63.93
"Nigeria","nga","pays","Africa",2021-12-15,2021,12214538,8181113,4031004,NA,NA,152408,5.78,3.87,1.91,NA,721,123872,0.059,211400704,4916,1039.2,-0.22,66
"Niue","niu","pays",NA,2021-08-02,2021,2352,1202,1150,NA,NA,42,145.72,74.47,71.25,NA,26022,1,0.062,NA,NA,NA,NA,NA
"North America","north america","continent",NA,2021-12-17,2021,794157834,401159091,336196747,64832975,328384,1819112,133.12,67.24,56.35,10.87,3049,662544,0.111,NA,NA,NA,NA,NA
"Norway","nor","pays","Europe",2021-12-16,2021,9388997,4269323,3897475,1222199,89264,42812,171.78,78.11,71.31,22.36,7833,1727,0.032,5465629,66160,361.605,3.37,82.89
"Oceania","oceania","continent",NA,2021-12-17,2021,52410060,26148089,24773736,1488235,273463,170829,121.26,60.5,57.32,3.44,3953,24228,0.056,NA,NA,NA,NA,NA
"Oman","omn","pays","Asia",2021-12-16,2021,5934585,3120714,2889245,32412,NA,0,113.62,59.75,55.31,0.62,0,840,0.016,5223376,26274,137.238,4.43,77.99
"Pakistan","pak","pays","Asia",2021-12-16,2021,138365328,86968178,59361468,NA,1245058,1007747,61.44,38.62,26.36,NA,4475,469760,0.209,225199929,4569,1029.01,2.06,67.48
