"name","geo","region","continent","date","year","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","daily_vaccinations_per_million","daily_people_vaccinated","daily_people_vaccinated_per_hundred","population","income_per_person","gdp","growth_gdp_per_capita","life_expectancy"
"Cameroon","cmr","pays","Africa",2021-12-06,2021,972360,793725,613607,NA,NA,2712,3.57,2.92,2.25,NA,100,2341,0.009,27224262,3482,94.789307542,1.73,64.51
"Canada","can","pays","America North",2021-12-13,2021,63335536,31210861,29217141,2907534,202366,170186,166.38,81.99,76.75,7.64,4471,53987,0.142,38067913,47650,1813.949801645,3.54,82.46
"Cape Verde","cpv","pays","Africa",2021-12-03,2021,550192,299770,250238,NA,NA,874,97.92,53.35,44.53,NA,1555,396,0.07,561901,6368,3.578314125,4.71,76.57
"Cayman Islands","cym","pays",NA,2021-12-10,2021,128181,58371,56486,NA,NA,352,192.76,87.78,84.94,NA,5293,33,0.05,NA,NA,NA,NA,NA
"Central African Republic","caf","pays","Africa",2021-12-04,2021,436772,375096,334906,NA,NA,952,8.88,7.62,6.81,NA,193,853,0.017,4919987,943,4.639221714,2.98,53.63
"Chad","tcd","pays","Africa",2021-12-12,2021,285922,205259,80663,NA,NA,1557,1.69,1.21,0.48,NA,92,962,0.006,16914985,1502,25.408321423,-0.34,61.22
"Chile","chl","pays","America South",2021-12-13,2021,42326153,17035641,16331698,9532183,104328,88624,220.31,88.67,85.01,49.61,4613,16581,0.086,19212362,24346,467.746480632,2.76,80.28
"China","chn","pays","Asia",2021-12-13,2021,2621190000,NA,NA,NA,8972000,8724714,181.5,NA,NA,NA,6041,NA,NA,1444216102,17744,25626.456257369,5.33,77.87
"Colombia","col","pays","America South",2021-12-12,2021,60782329,39598761,26245302,NA,152319,248163,118.56,77.24,51.19,NA,4841,136009,0.265,51265841,14043,719.91972339,2.69,80.84
"Comoros","com","pays","Africa",2021-12-10,2021,527119,282378,244741,NA,NA,322,59.33,31.78,27.55,NA,362,36,0.004,888456,2887,2.564775335,-0.1,69.51
"Congo, Dem. Rep.","cod","pays","Africa",2021-12-10,2021,246840,186741,76888,NA,NA,6082,0.27,0.2,0.08,NA,66,5070,0.005,92377986,1068,98.630619441,1.56,63.63
"Congo, Rep.","cog","pays","Africa",2021-12-09,2021,686096,550142,135954,NA,NA,4955,12.13,9.72,2.4,NA,876,4063,0.072,5657017,3230,18.271843761,-1.46,63.68
"Cook Islands","cok","pays",NA,2021-11-08,2021,24326,12600,11726,NA,NA,40,138.44,71.7,66.73,NA,2276,14,0.08,NA,NA,NA,NA,NA
"Costa Rica","cri","pays","America North",2021-12-13,2021,7348965,3922190,3364478,62297,NA,18135,143,76.32,65.47,1.21,3529,2503,0.049,5139053,19417,99.784881674,2.23,80.21
"Cote d'Ivoire","civ","pays","Africa",2021-12-12,2021,4812235,3306299,1505936,NA,NA,40494,17.79,12.22,5.57,NA,1497,26568,0.098,27053629,5366,145.17273979,3.77,63.99
"Croatia","hrv","pays","Europe",2021-12-13,2021,4406837,2229626,2046615,NA,20234,20013,107.97,54.63,50.14,NA,4903,2713,0.066,4081657,27836,113.616462429,5.82,79.13
"Cuba","cub","pays","America North",2021-12-12,2021,29032134,10218940,9362628,NA,25691,54425,256.52,90.29,82.73,NA,4809,3726,0.033,11317498,10179,115.195724719,2.11,78.75
"Curacao","cuw","pays",NA,2021-12-13,2021,199681,103450,95944,NA,NA,147,121.17,62.77,58.22,NA,892,45,0.027,NA,NA,NA,NA,NA
"Cyprus","cyp","pays","Europe",2021-12-11,2021,1413274,633930,593380,185964,NA,7285,157.73,70.75,66.23,20.75,8131,757,0.084,1215588,37790,45.936740708,2.72,82.34
"Czech Republic","cze","pays","Europe",2021-12-13,2021,14468552,6745411,6500611,1622034,76232,74190,134.91,62.9,60.61,15.12,6918,5501,0.051,10724553,39892,427.829124144,4.02,79.77
"Denmark","dnk","pays","Europe",2021-12-13,2021,10438377,4676049,4496437,1312614,89972,56570,179.56,80.44,77.35,22.58,9731,9823,0.169,5813302,57128,332.102152627,2.54,81.25
"Djibouti","dji","pays","Africa",2021-12-09,2021,108945,82858,26087,NA,NA,639,10.87,8.27,2.6,NA,638,639,0.064,1002197,5444,5.456188032,2.58,69.25
"Dominica","dma","pays","America North",2021-12-10,2021,56179,29064,27115,NA,NA,60,77.84,40.27,37.57,NA,831,34,0.047,72172,10631,0.767251752,5.84,NA
"Dominican Republic","dom","pays","America North",2021-12-13,2021,13954713,6912228,5657819,1384666,9518,10098,127.4,63.1,51.65,12.64,922,2509,0.023,10953714,17778,194.737018412,3.98,73.82
"Ecuador","ecu","pays","America South",2021-12-10,2021,25840596,13915136,11759694,NA,NA,58997,144.45,77.79,65.74,NA,3298,13211,0.074,17888474,10489,187.625789704,-0.11,77.57
"Egypt","egy","pays","Africa",2021-12-11,2021,46239670,29529394,17567408,NA,NA,467700,44.35,28.32,16.85,NA,4486,318599,0.306,104258327,12000,1251.069058922,3.59,71.29
"El Salvador","slv","pays","America North",2021-12-13,2021,9395152,4457489,4117319,820344,30921,19238,144.13,68.38,63.16,12.58,2951,2234,0.034,6518500,8278,53.957646545,2.33,74.9
"Equatorial Guinea","gnq","pays","Africa",2021-12-01,2021,446624,247933,198691,NA,NA,322,30.8,17.1,13.7,NA,222,132,0.009,1449891,17027,24.686678094,-8.81,67
"Estonia","est","pays","Europe",2021-12-13,2021,1498693,834424,802901,NA,1459,1423,113.09,62.97,60.59,NA,1074,453,0.034,1325188,37024,49.064341207,4.2,78.77
"Ethiopia","eth","pays","Africa",2021-12-13,2021,10459699,9006413,1453286,NA,29972,46811,8.87,7.64,1.23,NA,397,46829,0.04,117876226,2328,274.383888384,6.96,69.88
"Europe","europe","continent",NA,2021-12-13,2021,1018663310,478401510,446328013,114452833,3285712,4959305,136.01,63.88,59.59,15.28,6622,598115,0.08,850833567,36581,31122.935030634,4.2,78.97
"Faeroe Islands","fro","pays",NA,2021-11-05,2021,78347,40205,38142,NA,NA,140,159.72,81.96,77.76,NA,2854,90,0.183,NA,NA,NA,NA,NA
"Falkland Islands","flk","pays",NA,2021-04-14,2021,4407,2632,1775,NA,NA,12,124.91,74.6,50.31,NA,3401,4,0.113,NA,NA,NA,NA,NA
"Fiji","fji","pays","Asia",2021-12-13,2021,1257375,659250,598125,NA,NA,1734,139.26,73.01,66.24,NA,1920,485,0.054,902899,11511,10.392849135,8.4,68.52
"Finland","fin","pays","Europe",2021-12-12,2021,8939361,4322199,4084341,532821,NA,26287,161.12,77.9,73.61,9.6,4738,2081,0.038,5548361,48369,268.370261833,2.44,82.1
"France","fra","pays","Europe",2021-12-12,2021,112800038,52293301,48052807,13509300,168046,624477,166.95,77.4,71.12,19.99,9243,19668,0.029,65426177,44559,2915.321433252,3.93,83.33
"French Polynesia","pyf","pays",NA,2021-12-13,2021,324631,167068,157563,NA,NA,519,114.9,59.13,55.77,NA,1837,290,0.103,NA,NA,NA,NA,NA
"Gabon","gab","pays","Africa",2021-12-13,2021,392898,219775,173123,NA,NA,7131,17.24,9.64,7.6,NA,3129,3682,0.162,2278829,14482,33.001380451,1.46,69.47
"Gambia","gmb","pays","Africa",2021-12-11,2021,273365,242172,228236,NA,NA,244,10.99,9.74,9.18,NA,98,244,0.01,2486937,2221,5.523012498,3.39,67.14
"Georgia","geo","pays","Europe",2021-12-13,2021,2324131,1271145,1052986,NA,12291,10426,58.4,31.94,26.46,NA,2620,6253,0.157,3979773,14637,58.251910145,5.7,73.47
"Germany","deu","pays","Europe",2021-12-13,2021,135406073,60462369,57939197,20541443,696317,932799,161.39,72.06,69.06,24.48,11118,64550,0.077,83900471,52867,4435.526988807,3.31,81.23
"Ghana","gha","pays","Africa",2021-11-24,2021,3493688,2651463,842225,NA,NA,21226,11.01,8.36,2.65,NA,669,20808,0.066,31732128,5510,174.84693322,3.46,66.68
"Gibraltar","gib","pays",NA,2021-12-11,2021,103818,41075,39907,22836,463,489,308.15,121.92,118.45,67.78,14514,10,0.03,NA,NA,NA,NA,NA
"Greece","grc","pays","Europe",2021-12-13,2021,15645361,7265570,6774449,2330449,93397,105275,150.86,70.06,65.32,22.47,10151,14504,0.14,10370747,29159,302.396763978,5.42,81.65
"Greenland","grl","pays",NA,2021-12-10,2021,78120,40351,37769,NA,NA,45,137.37,70.96,66.42,NA,791,11,0.019,NA,NA,NA,NA,NA
"Grenada","grd","pays","America North",2021-12-10,2021,75893,40930,34963,NA,NA,106,67.15,36.22,30.94,NA,938,53,0.047,113015,14354,1.622272755,4.58,74.2
"Guatemala","gtm","pays","America North",2021-12-13,2021,10634416,6269844,4364572,NA,47762,42176,58.27,34.36,23.92,NA,2311,20522,0.112,18249868,8540,155.860725915,1.93,73.55
"Guernsey","ggy","pays",NA,2021-12-08,2021,104457,NA,NA,NA,NA,20,164.8,NA,NA,NA,316,NA,NA,NA,NA,NA,NA,NA
"Guinea","gin","pays","Africa",2021-12-12,2021,2505531,1687180,818351,NA,2619,1485,18.56,12.5,6.06,NA,110,864,0.006,13497237,2709,36.558975554,2.68,62.29
"Guinea-Bissau","gnb","pays","Africa",2021-12-13,2021,406401,385186,21215,NA,NA,2222,20.16,19.11,1.05,NA,1102,2095,0.104,2015490,1915,3.859054011,1.74,61.31
"Guyana","guy","pays","America South",2021-12-07,2021,687627,404122,283505,NA,1523,1287,87.01,51.13,35.87,NA,1628,509,0.064,790329,14119,11.158740248,4.14,69.71
"Haiti","hti","pays","America North",2021-11-19,2021,184769,118222,66888,NA,NA,4512,1.6,1.02,0.58,NA,391,1900,0.016,11541683,2758,31.828523183,-0.2,66.29
"Honduras","hnd","pays","America North",2021-12-03,2021,9030824,4927085,3891577,212537,NA,154752,89.74,48.96,38.67,2.11,15378,93372,0.928,10062994,5318,53.518742176,1.52,74.7
"Hong Kong, China","hkg","pays","Asia",2021-12-13,2021,9663737,4813885,4583326,NA,15912,15174,127.95,63.74,60.68,NA,2009,4101,0.054,7552800,58606,442.63947732,3.22,84.72
"Hungary","hun","pays","Europe",2021-12-13,2021,NA,6192253,5900371,3014936,NA,NA,NA,64.27,61.24,31.29,NA,4214,0.044,9634162,32377,311.929605621,5.93,77.47
"Iceland","isl","pays","Europe",2021-12-09,2021,689243,286650,282199,176055,NA,3461,200.73,83.48,82.19,51.27,10080,132,0.038,343360,51911,17.824175938,2.01,83.31
"India","ind","pays","Asia",2021-12-13,2021,1335465563,817907560,517558003,NA,4066337,7392500,95.84,58.7,37.14,NA,5305,2144786,0.154,1393409033,6819,9500.96058637,5.93,69.91
"Indonesia","idn","pays","Asia",2021-12-12,2021,249974816,146875959,103098857,NA,574996,1184371,90.45,53.15,37.31,NA,4286,615616,0.223,276361788,11829,3269.04193663,4.8,72.28
"Iran","irn","pays","Asia",2021-12-12,2021,109807742,58569046,49150330,NA,NA,325139,129.14,68.88,57.8,NA,3824,67840,0.08,85028760,12635,1074.299482267,1.13,78.16
"Iraq","irq","pays","Asia",2021-12-12,2021,13174583,8009447,5158731,NA,NA,76224,31.99,19.45,12.53,NA,1851,38701,0.094,41179351,9314,383.552326769,1.74,77.37
"Ireland","irl","pays","Europe",2021-12-13,2021,8692478,3874974,3813808,1240272,28351,33086,174.45,77.77,76.54,24.89,6640,672,0.013,4982904,90930,453.093654115,3.85,82.61
"Isle of Man","imn","pays",NA,2021-12-13,2021,133571,68518,65053,NA,NA,48,156.39,80.22,76.17,NA,562,18,0.021,NA,NA,NA,NA,NA
"Israel","isr","pays","Asia",2021-12-13,2021,16338137,6415186,5792666,4130285,11641,9495,175.85,69.05,62.35,44.45,1022,4961,0.053,8789776,39744,349.336647408,2.39,83.59
"Italy","ita","pays","Europe",2021-12-13,2021,102564496,47663834,44320576,12078543,498408,462685,169.9,78.96,73.42,20.01,7664,31917,0.053,60367471,40378,2437.506704811,3.69,83.79
"Jamaica","jam","pays","America North",2021-12-13,2021,1166958,698433,541880,NA,5708,4192,39.25,23.49,18.22,NA,1410,2008,0.068,2973462,8872,26.379759897,5.58,75.09
"Japan","jpn","pays","Asia",2021-12-13,2021,198248857,100073116,98105016,NA,77444,69451,157.28,79.39,77.83,NA,551,14672,0.012,126050796,41241,5198.41393009,2.95,84.78
"Jersey","jey","pays",NA,2021-12-08,2021,194274,80449,75960,NA,NA,678,192.21,79.59,75.15,NA,6708,48,0.047,NA,NA,NA,NA,NA
"Jordan","jor","pays","Asia",2021-12-13,2021,8080375,4245889,3834486,NA,30291,15319,78.69,41.35,37.34,NA,1492,8398,0.082,10269022,9828,100.926719038,1.86,79.86
"Kazakhstan","kaz","pays","Asia",2021-12-13,2021,17147214,8856816,8290398,NA,9169,25857,90.27,46.63,43.65,NA,1361,10420,0.055,18994958,25820,490.455386925,2.69,73.19
"Kenya","ken","pays","Africa",2021-12-12,2021,8198259,5375123,3260603,NA,19614,87875,14.91,9.78,5.93,NA,1598,62421,0.114,54985702,4446,244.452714976,3.4,67.18
"Kiribati","kir","pays","Asia",2021-11-30,2021,82167,59492,22675,NA,NA,617,67.69,49.01,18.68,NA,5083,118,0.097,121388,2226,0.270175518,0.81,63.33
"Kuwait","kwt","pays","Asia",2021-12-13,2021,6677397,3317686,3187039,NA,NA,10650,154.26,76.65,73.63,NA,2460,962,0.022,4328553,43633,188.867337043,0.43,83.54
"Kyrgyz Republic","kgz","pays","Asia",2021-12-13,2021,2125262,1169585,946238,NA,12623,8455,32.06,17.65,14.28,NA,1276,3938,0.059,6628347,4919,32.604071363,2.41,73.27
"Lao","lao","pays","Asia",2021-11-23,2021,5830021,3744740,3099003,NA,NA,18536,79,50.75,42,NA,2512,18953,0.257,7379358,7924,58.475698836,4.12,68.81
"Latvia","lva","pays","Europe",2021-12-13,2021,2250883,1293615,1230975,NA,2588,3404,120.57,69.29,65.94,NA,1823,1200,0.064,1866934,31298,58.431995073,5.4,75.67
"Lebanon","lbn","pays","Asia",2021-12-13,2021,3825224,2074802,1750422,NA,17266,20956,56.51,30.65,25.86,NA,3096,16283,0.241,6769151,10016,67.800313287,-3.79,78.23
"Lesotho","lso","pays","Africa",2021-12-08,2021,635881,626669,618414,NA,NA,867,29.45,29.02,28.64,NA,402,2134,0.099,2159067,2621,5.659534582,3.02,57.04
"Liberia","lbr","pays","Africa",2021-12-08,2021,605863,605468,575654,NA,NA,994,11.7,11.69,11.11,NA,192,12353,0.238,5180208,1365,7.071130071,2.17,65.83
"Libya","lby","pays","Africa",2021-12-11,2021,2536160,1785671,750489,NA,NA,13988,36.45,25.66,10.79,NA,2010,6843,0.098,6958538,13840,96.309431432,4.4,73.67
"Liechtenstein","lie","pays","Europe",2021-12-13,2021,56530,25931,25418,6036,393,616,147.78,67.79,66.45,15.78,16103,18,0.047,38254,NA,NA,NA,NA
"Lithuania","ltu","pays","Europe",2021-12-13,2021,3888676,1891890,1806136,452279,15321,14473,144.57,70.33,67.15,16.81,5381,1537,0.057,2689862,38117,102.529312834,3.22,75.75
"Luxembourg","lux","pays","Europe",2021-12-12,2021,973411,454687,NA,122614,499,5155,153.34,71.63,NA,19.31,8120,672,0.106,634814,113004,71.736259697,1.67,82.26
"Macao","mac","pays",NA,2021-12-13,2021,945950,488871,450342,NA,NA,1866,143.68,74.25,68.4,NA,2834,309,0.047,NA,NA,NA,NA,NA
"Macedonia, FYR","mkd","pays","Europe",2021-11-22,2021,1675793,885888,789905,63137,NA,2806,80.46,42.54,37.93,3.03,1347,2185,0.105,2082662,16510,34.384343066,4,77.02
"Madagascar","mdg","pays","Africa",2021-12-06,2021,742069,589003,541160,NA,NA,8090,2.61,2.07,1.9,NA,285,8047,0.028,28427333,1548,44.009545955,2.46,64.87
"Malawi","mwi","pays","Africa",2021-12-13,2021,1560093,1276252,634909,NA,6746,11361,7.94,6.5,3.23,NA,578,11121,0.057,19647681,1029,20.225105145,3.52,65.04
"Malaysia","mys","pays","Asia",2021-12-13,2021,54591679,25908664,25487292,3388612,5329,58796,166.56,79.05,77.76,10.34,1794,2240,0.007,32776195,27805,911.343281537,4.67,75.34
"Maldives","mdv","pays","Asia",2021-12-12,2021,781907,396207,365604,20096,831,773,143.83,72.88,67.25,3.7,1422,36,0.007,543620,15216,8.271841576,11.5,82.66
"Mali","mli","pays","Africa",2021-12-08,2021,963968,822145,348728,NA,NA,11023,4.62,3.94,1.67,NA,529,10688,0.051,20855724,2230,46.510796484,2.9,63.65
"Malta","mlt","pays","Europe",2021-12-13,2021,997459,437038,434080,158607,4087,2833,193.27,84.68,84.11,30.73,5489,118,0.023,442790,40243,17.819165862,4.53,81.6
"Mauritania","mrt","pays","Africa",2021-12-13,2021,1812604,1106694,705910,NA,NA,4278,37.96,23.18,14.78,NA,896,2581,0.054,4775110,5020,23.969502966,3.26,71.46
"Mauritius","mus","pays","Africa",2021-11-23,2021,1875132,916524,914936,NA,NA,12836,147.25,71.97,71.85,NA,10080,666,0.052,1273428,20525,26.137579335,5.22,75.31
"Mexico","mex","pays","America North",2021-12-13,2021,137357032,80503005,66225140,NA,187521,395629,105.45,61.8,50.84,NA,3037,293113,0.225,130262220,18691,2434.774026047,2.09,75.8
"Moldova","mda","pays","Europe",2021-12-13,2021,1692270,NA,959284,NA,10507,6031,42.05,NA,23.84,NA,1499,NA,NA,4024025,13076,52.616590074,5.89,73.31
"Monaco","mco","pays","Europe",2021-09-16,2021,49980,26672,23308,NA,NA,103,126.47,67.49,58.98,NA,2606,32,0.081,39520,70021,2.767235819,1.04,NA
"Mongolia","mng","pays","Asia",2021-12-13,2021,4419007,2262883,2156124,NA,125,460,132.73,67.97,64.76,NA,138,152,0.005,3329282,11830,39.386189135,5.75,69.68
"Montenegro","mne","pays","Europe",2021-12-13,2021,543835,279873,263962,NA,266,967,86.59,44.56,42.03,NA,1540,364,0.058,628051,19939,12.522485588,5.43,76.98
"Montserrat","msr","pays",NA,2021-11-12,2021,2949,1531,1417,NA,NA,1,59.2,30.74,28.45,NA,201,1,0.02,NA,NA,NA,NA,NA
"Morocco","mar","pays","Africa",2021-12-12,2021,49316418,24561724,22872596,NA,NA,39122,132.06,65.77,61.25,NA,1048,3974,0.011,37344787,7156,267.222995456,2.89,74.85
"Mozambique","moz","pays","Africa",2021-12-13,2021,11730770,7105910,4624860,NA,NA,111585,36.47,22.09,14.38,NA,3469,51755,0.161,32163045,1235,39.712828055,1.99,60.79
"Myanmar","mmr","pays","Asia",2021-11-30,2021,28707770,16849172,11858598,NA,NA,268907,52.38,30.74,21.64,NA,4907,141322,0.258,54806014,4769,261.393458894,0.78,69.53
"Namibia","nam","pays","Africa",2021-12-09,2021,697262,378182,319080,NA,NA,3239,26.95,14.62,12.33,NA,1252,1641,0.063,2587344,8663,22.415341938,0.43,67.94
"Nauru","nru","pays","Asia",2021-08-31,2021,14863,7612,7251,NA,NA,2,136.7,70.01,66.69,NA,184,2,0.018,10873,11395,0.123898752,-1.04,NA
"Nepal","npl","pays","Asia",2021-12-06,2021,19157444,10431659,8725785,NA,NA,119991,64.56,35.15,29.4,NA,4044,78859,0.266,29674920,3361,99.737368107,2.87,72.11
"Netherlands","nld","pays","Europe",2021-12-13,2021,25071847,NA,NA,NA,NA,44078,145.99,NA,NA,NA,2567,NA,NA,17173094,56038,962.349111579,2.7,82.08
"New Caledonia","ncl","pays",NA,2021-12-13,2021,354333,182049,172284,NA,NA,342,122.94,63.16,59.78,NA,1187,134,0.046,NA,NA,NA,NA,NA
"New Zealand","nzl","pays","Asia",2021-12-13,2021,7897646,3952372,3758735,186539,NA,19118,154.17,77.16,73.38,3.64,3732,2982,0.058,4860642,42920,208.619758021,2.08,82.21
"Nicaragua","nic","pays","America North",2021-12-10,2021,6942756,4402422,2540334,NA,NA,62202,103.59,65.68,37.9,NA,9281,38184,0.57,6702379,5244,35.14736351,1.64,79.7
"Niger","ner","pays","Africa",2021-11-28,2021,971636,507223,464413,NA,NA,614,3.87,2.02,1.85,NA,24,81,0,25130810,1229,30.877172412,8.68,63.93
"Nigeria","nga","pays","Africa",2021-12-12,2021,11863889,7894068,3969325,NA,NA,122072,5.61,3.73,1.88,NA,577,98481,0.047,211400704,4916,1039.200012005,-0.22,66
"Niue","niu","pays",NA,2021-08-02,2021,2352,1202,1150,NA,NA,42,145.72,74.47,71.25,NA,26022,1,0.062,NA,NA,NA,NA,NA
"North America","north america","continent",NA,2021-12-13,2021,783124248,397851866,334258916,59979877,612469,1839084,131.27,66.69,56.03,10.05,3083,683064,0.114,NA,NA,NA,NA,NA
"Norway","nor","pays","Europe",2021-12-13,2021,9149849,4259058,3879920,1010871,27881,38084,167.41,77.92,70.99,18.5,6968,1345,0.025,5465629,66160,361.604669091,3.37,82.89
